1739917861.9806,2025-02-18 14:31:01.980,3,false,0.446028,-0.30481,0.578491,0.611145,0.880873,-0.445075,-0.135134,-0.045541,0.00193,0.05503
1739917862.0119,2025-02-18 14:31:02.011,4,false,0.446074,-0.304749,0.578552,0.611084,0.890639,-0.418708,-0.147341,-0.045589,0.001932,0.054923
1739917862.0431,2025-02-18 14:31:02.043,5,false,0.445949,-0.30481,0.578552,0.611145,0.868177,-0.447028,-0.147341,-0.045559,0.001971,0.054985
1739917862.0744,2025-02-18 14:31:02.074,6,false,0.44607,-0.304749,0.578491,0.611145,0.868177,-0.447028,-0.147341,-0.045532,0.002006,0.055041
1739917862.1056,2025-02-18 14:31:02.105,7,false,0.445944,-0.304688,0.578491,0.611267,0.880385,-0.433356,-0.133669,-0.04541,0.001891,0.055005
1739917862.1369,2025-02-18 14:31:02.136,8,false,0.445865,-0.304688,0.578552,0.611267,0.871107,-0.434333,-0.146853,-0.045349,0.001897,0.0549
1739917862.1681,2025-02-18 14:31:02.168,9,false,0.445706,-0.304565,0.578674,0.611328,0.871107,-0.434333,-0.146853,-0.045294,0.001902,0.054806
1739917862.1994,2025-02-18 14:31:02.199,10,false,0.445664,-0.304626,0.578674,0.611328,0.872572,-0.434333,-0.13904,-0.045306,0.001846,0.054684
1739917862.2306,2025-02-18 14:31:02.230,11,false,0.445869,-0.304565,0.578613,0.611267,0.866712,-0.442634,-0.144411,-0.045463,0.001869,0.054685
1739917862.2619,2025-02-18 14:31:02.261,12,false,0.445706,-0.304565,0.578674,0.611328,0.880385,-0.433356,-0.133669,-0.045409,0.001768,0.054685
1739917862.2931,2025-02-18 14:31:02.293,13,false,0.446023,-0.304565,0.57843,0.611328,0.887709,-0.440192,-0.141482,-0.045421,0.001701,0.05471
1739917862.3244,2025-02-18 14:31:02.324,14,false,0.446432,-0.304565,0.578308,0.611145,0.881849,-0.446052,-0.130251,-0.045408,0.001702,0.054732
1739917862.3556,2025-02-18 14:31:02.355,15,false,0.446515,-0.304565,0.578308,0.611084,0.886244,-0.435798,-0.140017,-0.045286,0.001788,0.054777
1739917862.3869,2025-02-18 14:31:02.386,16,false,0.446599,-0.304688,0.578308,0.610962,0.886244,-0.435798,-0.140017,-0.045286,0.001695,0.054829
1739917862.4181,2025-02-18 14:31:02.418,17,false,0.446637,-0.304871,0.578247,0.610901,0.883314,-0.438727,-0.147341,-0.045397,0.00172,0.054888
1739917862.4494,2025-02-18 14:31:02.449,18,false,0.446716,-0.304993,0.578186,0.61084,0.874037,-0.441657,-0.135622,-0.045447,0.001658,0.054892
1739917862.4806,2025-02-18 14:31:02.480,19,false,0.446553,-0.305115,0.578247,0.61084,0.874037,-0.441657,-0.135622,-0.045492,0.001602,0.054896
1739917862.5119,2025-02-18 14:31:02.511,20,false,0.446474,-0.304993,0.578308,0.610901,0.881361,-0.44654,-0.142458,-0.045533,0.001528,0.054937
1739917862.5431,2025-02-18 14:31:02.543,21,false,0.446307,-0.305115,0.578308,0.610962,0.885267,-0.438239,-0.155642,-0.045447,0.001521,0.054997
1739917862.5744,2025-02-18 14:31:02.574,22,false,0.446307,-0.305115,0.578308,0.610962,0.885267,-0.438239,-0.155642,-0.04537,0.001516,0.055052
1739917862.6056,2025-02-18 14:31:02.605,23,false,0.446303,-0.305237,0.578247,0.610962,0.872084,-0.451423,-0.145388,-0.045497,0.001645,0.055028
1739917862.6369,2025-02-18 14:31:02.636,24,false,0.446349,-0.30542,0.578308,0.610779,0.886732,-0.440192,-0.144411,-0.045586,0.001676,0.055006
1739917862.6681,2025-02-18 14:31:02.668,25,false,0.446461,-0.305481,0.578125,0.61084,0.878431,-0.434333,-0.140505,-0.045617,0.001777,0.055035
1739917862.6994,2025-02-18 14:31:02.699,26,false,0.446461,-0.305481,0.578125,0.61084,0.877943,-0.44654,-0.146365,-0.04556,0.001794,0.054891
1739917862.7306,2025-02-18 14:31:02.730,27,false,0.446466,-0.305481,0.578186,0.610779,0.871595,-0.431891,-0.140017,-0.045545,0.001774,0.054919
1739917862.7619,2025-02-18 14:31:02.761,28,false,0.446299,-0.305481,0.578186,0.610901,0.871595,-0.431891,-0.140017,-0.045483,0.001682,0.054896
1739917862.7931,2025-02-18 14:31:02.793,29,false,0.446261,-0.30542,0.578247,0.610901,0.892103,-0.434821,-0.144411,-0.045488,0.001745,0.054875
1739917862.8244,2025-02-18 14:31:02.824,30,false,0.446261,-0.30542,0.578247,0.610901,0.877943,-0.441169,-0.141482,-0.04537,0.001656,0.054881
1739917862.8556,2025-02-18 14:31:02.855,31,false,0.446145,-0.305359,0.578369,0.610901,0.877943,-0.441169,-0.141482,-0.045411,0.001649,0.054935
1739917862.8869,2025-02-18 14:31:02.886,0,false,0.446103,-0.305298,0.578369,0.610962,0.881361,-0.44947,-0.150759,-0.045362,0.001777,0.054935
1739917862.9181,2025-02-18 14:31:02.918,1,false,0.44594,-0.305298,0.57843,0.611023,0.875502,-0.451423,-0.1449,-0.045428,0.001795,0.054922
1739917862.9494,2025-02-18 14:31:02.949,2,false,0.445852,-0.30542,0.578369,0.611084,0.875502,-0.451423,-0.1449,-0.045377,0.001701,0.054923
1739917862.9806,2025-02-18 14:31:02.980,3,false,0.44589,-0.305481,0.578308,0.611084,0.869154,-0.441657,-0.138552,-0.045442,0.001665,0.054973
1739917863.0119,2025-02-18 14:31:03.011,4,false,0.44594,-0.305298,0.57843,0.611023,0.869154,-0.441657,-0.138552,-0.045634,0.001633,0.054932
1739917863.0431,2025-02-18 14:31:03.043,5,false,0.446048,-0.305603,0.578186,0.611023,0.875013,-0.437263,-0.143923,-0.045673,0.001604,0.054896
1739917863.0744,2025-02-18 14:31:03.074,6,false,0.446169,-0.305542,0.578125,0.611023,0.887709,-0.43238,-0.142947,-0.045683,0.001602,0.054863
