1739917219.2887,2025-02-18 14:20:19.288,126,false,0.0,4220.095,4222.476
1739917219.2965,2025-02-18 14:20:19.296,127,false,0.0,4222.0,4221.524
1739917219.3043,2025-02-18 14:20:19.304,0,false,0.0,4208.19,4215.333
1739917219.3121,2025-02-18 14:20:19.312,1,false,0.0,4199.143,4212.0
1739917219.3199,2025-02-18 14:20:19.319,2,false,0.0,4203.905,4213.905
1739917219.3277,2025-02-18 14:20:19.327,3,false,0.0,4202.952,4217.238
1739917219.3356,2025-02-18 14:20:19.335,4,false,0.0,4202.476,4221.048
1739917219.3434,2025-02-18 14:20:19.343,5,false,0.0,4211.048,4219.619
1739917219.3512,2025-02-18 14:20:19.351,6,false,0.0,4209.143,4214.857
1739917219.359,2025-02-18 14:20:19.359,7,false,0.0,4201.048,4215.81
1739917219.3668,2025-02-18 14:20:19.366,8,false,0.0,4211.048,4218.667
1739917219.3746,2025-02-18 14:20:19.374,9,false,0.0,4219.143,4216.286
1739917219.3824,2025-02-18 14:20:19.382,10,false,0.0,4208.19,4212.952
1739917219.3902,2025-02-18 14:20:19.390,11,false,0.0,4204.381,4210.095
1739917219.3981,2025-02-18 14:20:19.398,12,false,0.0,4212.476,4204.857
1739917219.4059,2025-02-18 14:20:19.405,13,false,0.0,4208.19,4207.714
1739917219.4137,2025-02-18 14:20:19.413,14,false,0.0,4197.714,4221.048
1739917219.4215,2025-02-18 14:20:19.421,15,false,0.0,4197.238,4229.143
1739917219.4293,2025-02-18 14:20:19.429,16,false,0.0,4201.524,4228.19
1739917219.4371,2025-02-18 14:20:19.437,17,false,0.0,4206.286,4227.238
1739917219.4449,2025-02-18 14:20:19.444,18,false,0.0,4210.571,4227.714
1739917219.4527,2025-02-18 14:20:19.452,19,false,0.0,4212.952,4222.952
1739917219.4606,2025-02-18 14:20:19.460,20,false,0.0,4211.524,4216.762
1739917219.4684,2025-02-18 14:20:19.468,21,false,0.0,4203.429,4215.81
1739917219.4762,2025-02-18 14:20:19.476,22,false,0.0,4202.476,4214.381
1739917219.484,2025-02-18 14:20:19.484,23,false,0.0,4216.286,4211.524
1739917219.4918,2025-02-18 14:20:19.491,24,false,0.0,4220.571,4212.476
1739917219.4996,2025-02-18 14:20:19.499,25,false,0.0,4212.952,4211.048
1739917219.5074,2025-02-18 14:20:19.507,26,false,0.0,4217.238,4207.238
1739917219.5152,2025-02-18 14:20:19.515,27,false,0.0,4216.762,4210.095
1739917219.5231,2025-02-18 14:20:19.523,28,false,0.0,4196.762,4213.429
1739917219.5309,2025-02-18 14:20:19.530,29,false,0.0,4192.0,4213.429
1739917219.5387,2025-02-18 14:20:19.538,30,false,0.0,4203.429,4218.667
1739917219.5465,2025-02-18 14:20:19.546,31,false,0.0,4201.524,4218.19
1739917219.5543,2025-02-18 14:20:19.554,32,false,0.0,4199.619,4208.667
1739917219.5621,2025-02-18 14:20:19.562,33,false,0.0,4203.429,4209.619
1739917219.5699,2025-02-18 14:20:19.569,34,false,0.0,4195.333,4219.143
1739917219.5777,2025-02-18 14:20:19.577,35,false,0.0,4189.143,4216.286
1739917219.5856,2025-02-18 14:20:19.585,36,false,0.0,4199.619,4200.095
1739917219.5934,2025-02-18 14:20:19.593,37,false,0.0,4213.429,4182.476
1739917219.6012,2025-02-18 14:20:19.601,38,false,0.0,4228.19,4175.81
1739917219.609,2025-02-18 14:20:19.609,39,false,0.0,4234.381,4192.952
1739917219.6168,2025-02-18 14:20:19.616,40,false,0.0,4220.095,4213.905
1739917219.6246,2025-02-18 14:20:19.624,41,false,0.0,4204.857,4216.286
1739917219.6324,2025-02-18 14:20:19.632,42,false,0.0,4205.81,4213.429
1739917219.6402,2025-02-18 14:20:19.640,43,false,0.0,4208.19,4212.476
1739917219.6481,2025-02-18 14:20:19.648,44,false,0.0,4207.714,4203.429
1739917219.6559,2025-02-18 14:20:19.655,45,false,0.0,4210.095,4201.524
1739917219.6637,2025-02-18 14:20:19.663,46,false,0.0,4207.714,4212.952
1739917219.6715,2025-02-18 14:20:19.671,47,false,0.0,4200.095,4215.333
1739917219.6793,2025-02-18 14:20:19.679,48,false,0.0,4197.238,4212.476
1739917219.6871,2025-02-18 14:20:19.687,49,false,0.0,4196.762,4218.19
1739917219.6949,2025-02-18 14:20:19.694,50,false,0.0,4195.81,4222.0
1739917219.7027,2025-02-18 14:20:19.702,51,false,0.0,4194.381,4221.524
1739917219.7106,2025-02-18 14:20:19.710,52,false,0.0,4193.429,4221.524
1739917219.7184,2025-02-18 14:20:19.718,53,false,0.0,4195.333,4217.714
1739917219.7262,2025-02-18 14:20:19.726,54,false,0.0,4202.0,4219.143
1739917219.734,2025-02-18 14:20:19.734,55,false,0.0,4203.905,4228.667
1739917219.7418,2025-02-18 14:20:19.741,56,false,0.0,4199.619,4227.238
1739917219.7496,2025-02-18 14:20:19.749,57,false,0.0,4202.476,4216.762
1739917219.7574,2025-02-18 14:20:19.757,58,false,0.0,4212.952,4218.19
1739917219.7652,2025-02-18 14:20:19.765,59,false,0.0,4217.238,4217.714
1739917219.7731,2025-02-18 14:20:19.773,60,false,0.0,4218.667,4206.762
1739917219.7809,2025-02-18 14:20:19.780,61,false,0.0,4227.238,4206.286
1739917219.7887,2025-02-18 14:20:19.788,62,false,0.0,4230.571,4216.286
1739917219.7965,2025-02-18 14:20:19.796,63,false,0.0,4224.857,4216.762
1739917219.8043,2025-02-18 14:20:19.804,64,false,0.0,4229.143,4214.857
1739917219.8121,2025-02-18 14:20:19.812,65,false,0.0,4241.048,4219.143
1739917219.8199,2025-02-18 14:20:19.819,66,false,0.0,4239.619,4219.143
1739917219.8277,2025-02-18 14:20:19.827,67,false,0.0,4229.619,4217.238
1739917219.8356,2025-02-18 14:20:19.835,68,false,0.0,4223.905,4216.762
1739917219.8434,2025-02-18 14:20:19.843,69,false,0.0,4223.905,4212.952
1739917219.8512,2025-02-18 14:20:19.851,70,false,0.0,4228.667,4211.048
1739917219.859,2025-02-18 14:20:19.859,71,false,0.0,4227.238,4212.476
1739917219.8668,2025-02-18 14:20:19.866,72,false,0.0,4213.429,4210.095
1739917219.8746,2025-02-18 14:20:19.874,73,false,0.0,4210.095,4210.571
1739917219.8824,2025-02-18 14:20:19.882,74,false,0.0,4224.857,4217.238
1739917219.8902,2025-02-18 14:20:19.890,75,false,0.0,4226.286,4219.143
1739917219.8981,2025-02-18 14:20:19.898,76,false,0.0,4210.571,4216.286
1739917219.9059,2025-02-18 14:20:19.905,77,false,0.0,4208.19,4217.714
1739917219.9137,2025-02-18 14:20:19.913,78,false,0.0,4215.81,4217.714
1739917219.9215,2025-02-18 14:20:19.921,79,false,0.0,4214.381,4217.238
1739917219.9293,2025-02-18 14:20:19.929,80,false,0.0,4206.286,4219.619
1739917219.9371,2025-02-18 14:20:19.937,81,false,0.0,4202.0,4217.714
